Date,QMJ,MKT-Rf,SMB,HML,UMD
2023-02-20,-0.0003859810889461098,0.0015943981720381707,-0.0005480967231204098,0.0013877253469986237,0.00011692011863167551
2023-02-21,0.0075834257949303225,-0.01556774118896912,-0.005412656861985289,0.009342384499463752,0.015013552604354328
2023-02-22,-0.0017308938982604069,-0.003849547057933316,0.0018017746012214076,-0.002623108912836843,-0.0017470627180213314
2023-02-23,0.001078845905399237,0.0020864585136496825,0.0024646855354994025,1.137070517355374e-05,-0.00016120214710947515
2023-02-24,0.004397028002082982,-0.01076346544337389,-0.0017091234291300899,0.008955624669042902,0.012558838076366888
2023-02-27,-0.0016114289238608678,0.004506208324858275,0.0014320029774915245,-0.0009050514529598408,-0.0018796523817101586
2023-02-28,-0.003086541671484275,-0.0019530811413698526,0.004147457482336955,-0.003310644101697075,-0.0014616265345708036
2023-03-01,0.003868269738385649,-1.47604182343463e-05,-0.00018004435062229075,0.004185409978005138,0.011981850632255382
2023-03-02,0.001735336334306122,0.0025025567276731357,-0.0028706921303744757,-8.309821293545538e-05,-0.000810288279311402
2023-03-03,-0.006376657420006044,0.01336312984849139,-0.0011861299186825488,-0.004733032433060088,-0.007316589624165565
2023-03-06,0.0013185907983145864,0.0011828070622623848,-0.009747302992544518,0.0021907941953690172,0.0015372199627508095
2023-03-07,0.0009764098697159394,-0.014304875193299225,0.004137258932589265,-0.0013906617407329711,0.0040813783383012005
2023-03-08,0.0018584061735227382,-0.0007214308785126135,-0.0006934660635603792,-0.0016262683745612958,-0.0007896711924733307
2023-03-09,0.010225016768748157,-0.011933457863290363,-0.003803314800122143,-0.0034019190636156806,0.006279678294085732
2023-03-10,0.011514900576268498,-0.014459255622491578,-0.007076982006142918,0.00410481048189047,0.0038771238716948193
2023-03-13,-0.004224598785105204,-0.004984458626948867,-0.0018322146108112566,-0.017215518143603097,-0.006469063927744403
2023-03-14,0.0010957894373613195,0.008728801812798092,-0.0013294476985139117,-0.00466497719942783,-0.0029535914104098695
2023-03-15,0.0027386837102631473,-0.013916285775096864,-0.0008474091781387136,-0.011635482066214838,-0.010514879993862665
2023-03-16,0.0029779793643547594,0.012212500636431575,-0.0025615920345418482,-0.007921815597142806,-0.0037434204387132987
2023-03-17,0.0028047232440223738,-0.0068948659221576706,-0.0031313463468800196,-0.006966438315476909,-0.0011502723100846682
2023-03-20,0.004700762675739748,0.006073878491527059,-0.005608778286525409,0.00614461340825271,0.010601010856570142
2023-03-21,-0.0040648098075248395,0.012175890668184433,0.0016661088558808206,0.0015769616788752264,-0.0037441791937272728
2023-03-22,0.006823926005318857,-0.008125748499540373,-0.004953011571104501,-0.0006276845470603171,0.004752110180695397
2023-03-23,0.001518282084671675,0.005151199445830534,-0.0006550596343792056,-0.010692519044453903,-0.005578887583530763
2023-03-24,0.004431448875945679,-0.0033360488751951545,0.0008553735261025157,0.002428709670763082,0.002637021201629533
2023-03-27,-0.0008892929353359317,0.0038715768792345067,-0.0006631491569074927,0.006982156338293193,0.005789360392144358
2023-03-28,0.0015118042880052837,0.001988244090698822,-0.0018797299608266276,0.007039680648764646,0.007093844477521039
2023-03-29,-0.006953085720186601,0.012098668844612128,-0.0038598181534187518,-0.0035806860011449787,-0.007238620074575564
2023-03-30,-0.0033017456892760195,0.007972548990521713,-0.003752126986733759,-0.0034287903466697564,-0.004743745657003759
2023-03-31,-0.0030959834735845783,0.01075822887317645,0.0018694877280375339,-0.00540531204307127,-0.0069776402348158476
2023-04-03,0.0029155012154666324,0.0037976111450809414,-0.001989554309935919,0.007798926635695254,0.007075968077748927
2023-04-04,-0.00015004246238254374,-0.0027267348247983878,-0.0063106549081754035,-0.0015790084063047314,-0.0047456333917297805
2023-04-05,0.0072855956112618005,-0.005295698749508913,-0.007106498609351098,0.0089176931964093,0.007435150140221911
2023-04-06,-0.0035570495017499966,0.0007848394679078923,0.00011677734660886253,-0.0019222976958575978,-0.005910696852433649
2023-04-07,-8.865999632368147e-05,-0.0005431049386569892,0.00020415940048357022,2.883184463368479e-05,0.0001578970763891269
2023-04-10,-0.001412499136499947,-0.000502585781749663,0.0033096699454599207,0.000834583830111511,0.0025699277360785094
2023-04-11,-0.0027792339933970607,0.005299426820830767,0.0018963277887697671,0.0031285535664445606,-0.0018595316710516457
2023-04-12,0.0044604764532798265,-0.0006408797665145971,-0.0034700882611823007,0.005100255191841152,0.007674365917793345
2023-04-13,-0.003952205968618376,0.01162497332845201,0.003247546530794564,-0.008361605011861794,-0.00668594553929276
2023-04-14,0.0030827675880578135,-0.0020797079011988452,-0.00538635955389118,0.00066929164274149,0.004727883567096759
2023-04-17,-0.00589052634679883,0.001551346692329068,0.001268872100921147,0.0016554283880620528,0.0001877886532545592
2023-04-18,-0.0018333207387673767,0.002578355764834321,-0.003946435106231305,0.00011960256278091213,0.0048387058033149705
2023-04-19,-0.0022260667982186536,-0.001961334277878008,0.00021342642568203624,0.0009487289250212346,0.002002637771759355
2023-04-20,0.006541532245179796,-0.003990519456471717,-0.0002813576096150276,-0.0018808693909490243,0.007000980927338532
2023-04-21,-0.0024999226084591528,-0.0004362702374383399,0.0001134883362405801,-0.006068748653609818,0.0004810735003231399
2023-04-24,0.0016527427849516295,0.0007949705242802288,-0.0018493231347577873,0.004502441751282087,0.004216293617002811
2023-04-25,0.0043699881766173666,-0.013400000561441814,-0.004815562135389418,0.0020109658356047035,0.005808301823557403
2023-04-26,0.0006229614990598278,-0.003102749853071016,-0.0004826275950340066,-0.002563289753278711,-0.006085739952583094
2023-04-27,-0.0023326837445933335,0.010981248846944514,-0.0035333618816198124,-0.0012159463930929446,-0.007105851759325999
2023-04-28,0.002574170699023653,0.006513502454997794,0.0007260019416881981,0.0012085862900571586,-0.0031628472584312698
2023-05-01,0.0005634753106974646,-0.0014974187775446902,0.0003053851009250678,-0.0039372408963358465,0.007634870223248556
2023-05-02,0.0010082353322168947,-0.010237950910368223,-0.0012491117309765746,-0.006744325719091957,0.006191534187384254
2023-05-03,-0.0037948005232719927,-0.001577440601915799,0.00477864188574182,-0.006312911419429591,-0.00016337835531947907
2023-05-04,-0.0032731817752706216,-0.005280394070163423,0.00028095800893294953,-0.004936211892088187,-0.0008874519591961902
2023-05-05,-0.005416620705046725,0.015343060423376197,0.0015293602894840953,0.0015441226533185384,-0.006019384310854071
2023-05-08,-0.004371496610742594,0.001973147458037313,-0.0006222361122922989,0.0004187947138176455,1.592569267166476e-05
2023-05-09,-0.003510098903344945,-0.005175623263762847,0.001539345738222964,0.0014163478704606483,0.0031324214694766917
2023-05-10,-0.0059749608892676965,0.001614311268256413,0.004286830861219251,-0.007897094834286907,-0.002692492098553458
2023-05-11,0.0030546096647845,-0.003814488980761894,-0.003052531902254344,-0.003778230151656954,0.0020924445205557163
2023-05-12,0.0036929995678315446,-0.002603464937785946,-0.0015294253965006585,0.0010509022151720163,0.005437103629407569
2023-05-15,-0.004244855273437968,0.005372717536095692,0.0031652882300032205,-0.002022891537977296,-0.004684356857629313
2023-05-16,0.005363984228045309,-0.006977299262190989,-0.002943306313229668,-0.002902111278290643,0.00525591995500232
2023-05-17,-0.0018011871840829426,0.005109622782082736,0.0043913944159464785,0.003445825009308328,-0.0056646508907659794
2023-05-18,0.001922237964022587,0.00513397583611683,-0.001347941758483471,-0.004892334997685436,0.0006794269928796701
2023-05-19,0.00035942204800861637,0.0013607858026719673,-0.0011325945132743156,-0.0010086903431673314,0.003110513185869074
2023-05-22,-0.0073709820500007595,0.0011609159270857571,0.006652926068362792,-0.004078454577504837,-0.008372261974135214
2023-05-23,-0.00021414455291598336,-0.010074618339434181,0.004238578731727025,0.008693595767704735,-0.004465255653244036
2023-05-24,0.0028355220472184367,-0.011224360082768583,4.494700090366087e-05,0.0008255811634035263,0.003830907005911152
2023-05-25,0.007949170951095449,-0.0007995459629462285,-0.005898673551803596,-0.009466268441723635,0.01575503820875367
2023-05-26,-0.002078503367014288,0.009354999406439463,-0.002217792495979758,-0.008085816914680395,-0.0003192046872468684
2023-05-29,-5.235149047048824e-05,0.00043087043821412566,8.14518760094054e-06,0.001167300180876707,-0.0004500261346114116
2023-05-30,-0.00444181521758145,-0.0014078008335596604,-0.0006806130650689436,-0.005470529262950221,-0.003365120997562871
2023-05-31,-0.004064313275764044,-0.009391319713731364,0.002626847518411542,-0.006910780518826109,-0.00332563090058292
2023-06-01,-0.0033888869894048265,0.011056176408915817,-0.0007256616811080266,0.00024055862551831714,-0.00035454863759267646
2023-06-02,0.000652379322351627,0.01621513349997703,0.00653525563357052,0.006315573332678844,-0.009396086577012477
2023-06-05,-0.005286309741077251,-0.0016514308491512684,-0.004479703881671843,-0.0025040972002181652,0.002702596702190762
2023-06-06,-0.0015392320139734203,0.003624710688176419,0.010033103558335997,0.003766940747027389,-0.011206780495972728
2023-06-07,0.0051538347694114976,-0.0016806237262543735,0.007755739923694369,0.011801736223755953,-0.006223606631058828
2023-06-08,-0.0018975395853698326,0.004680865356772361,-0.005126868532995207,-0.0024147504993899003,0.0027479491273323877
2023-06-09,0.0021281932739959635,0.0008499574954656387,-0.004807938935167761,-0.0014991533707348597,0.0034375981388450796
2023-06-12,-0.003333746647046765,0.00612346389751159,0.0011731977375095358,-0.012568719578894676,-0.0028723857657756
2023-06-13,-0.003812566959035946,0.008190335226881345,0.002500820317872769,-0.0024912483883162886,-0.007123151401485357
2023-06-14,0.0010801713269480528,0.0030833464660019352,-0.00707048232463358,-0.0020359283531061366,0.006722122323317155
2023-06-15,0.002812167098489397,0.008762377964830306,-0.001357575028128005,5.740040673143107e-05,-0.003024686340264264
2023-06-16,0.0007729092900221159,-0.0008735925282960549,-0.002575595499798959,0.00044346943993449383,-0.0020117046541378056
2023-06-19,0.0004883621541508379,-0.0031012109489726505,0.0013653540710989551,0.0011989121868306927,0.002313166058679949
2023-06-20,-0.0017202520507742835,-0.0064359682429664545,0.0016705274392477105,-0.004764325535588197,0.00521546094738193
2023-06-21,0.0015099246151083856,-0.004215891089431802,0.0006828961485247468,0.007494652808156978,0.008997659958448558
2023-06-22,-0.0005390350205270532,-0.0011012337828499967,-0.0030287357049777167,-0.00641617889793137,0.0035032320885048708
2023-06-23,0.005531233401716276,-0.010943087983307193,-0.002703308225930995,6.33870638678364e-06,0.0033922949880480263
2023-06-26,0.0027513838486976014,-0.0012162827503482431,-0.0028318028465366043,0.008939546923912644,-0.004077304083825089
2023-06-27,-0.002959655020036222,0.00882488752369922,-0.0009584263592824202,-0.004215606937447272,-0.003516121746307051
2023-06-28,-0.005890101601546161,0.002022467623616831,0.0021048770471236203,-0.0036696109261335993,-0.0019124755876465727
2023-06-29,0.003136393814683394,0.0024263799482026876,0.0033841324099089746,0.004096517769249292,-0.0017215985472923772
2023-06-30,-0.003958694090856472,0.009958269125722386,-0.004274154287927283,-0.0031011489515078566,0.0032797369922338625
2023-07-03,-0.002460760241597748,0.0028328141888642527,0.0005787431166574895,0.009479437834146594,-0.009711683674518697
2023-07-04,-0.001405697595603582,0.00012950917810022417,0.0015552225756282905,0.0005593939321994712,-0.0025941003040659263
2023-07-05,0.0005318580928100823,-0.005270550078063026,-0.004022113263713833,0.000139311842962851,-3.13913110663465e-06
2023-07-06,0.0044387839714229455,-0.013862207874863468,7.832213296171534e-05,-0.002236956612294392,0.004087285037019114
2023-07-07,-0.006456459327581415,0.0020758756939525894,0.009407960755165687,0.008276354191071877,-0.006407687268039642
2023-07-10,-0.004536104694461155,0.00363271570884655,0.007529941706056613,-0.0008575394766319537,0.0010185025166248398
2023-07-11,-0.0032854482512283817,0.007595200139214816,-2.86462920469225e-06,0.0038863570022488318,-0.005346126511101525
2023-07-12,-0.0012283543322285716,0.01207954207229388,0.0009959203394971018,0.0027176272861084974,-0.0018000086317390739
2023-07-13,-0.003398181972881935,0.010931505736666274,-0.0008930265464164295,-0.0011824472099591977,-0.001285444671841268
2023-07-14,0.0077673032217659595,-0.0015914263851767331,-0.0036113621513444902,-0.010570585456965261,0.007591571075421459
2023-07-17,0.00024064305840656807,0.0008436475574104123,0.004983014734072623,-0.004647898164063336,0.002928412163846348
2023-07-18,0.0030112811990461396,0.005478575888216723,0.002051067161369158,0.004754168153918887,-0.0028508337051526954
2023-07-19,-0.0038744563671157628,0.002078738188469183,-0.001146979225524012,0.007741525265500982,-0.011767489148059824
2023-07-20,0.005202334927269501,-0.006191840982335567,-0.005918219903456808,0.0052498361689858365,0.0005392432283054869
2023-07-21,-0.00025007440342281455,-0.0006240865899618179,-0.003510928906855843,-0.0007241209106760382,-0.004416382505755064
2023-07-24,0.006249017546466253,0.001224520720228678,-0.002388986491741062,0.004859609386831002,-0.004711382244584069
2023-07-25,0.003960451563488603,0.00356018278062388,-0.0013110734544327276,-0.004236669784261038,0.005879685711484061
2023-07-26,-0.003890141411368859,-0.0003806766949653844,0.004312959860241577,0.005672506445011635,-0.01063057517382845
2023-07-27,0.006412457590559166,-0.0033099282782945764,-0.006558356157428319,-0.0009453790698719405,0.00774744035373094
2023-07-28,-0.005145822825905264,0.0072035005365457885,0.004616875693708376,-0.0007432472501696576,-0.0006654048004902586
2023-07-31,-0.006652254505918821,0.0029209730395740553,0.005497191999201918,0.00025264800725366285,-0.0008631193788769859
2023-08-01,0.0035789260838823226,-0.006315241838820383,-0.00013894944647672763,-0.001108275395969383,0.005862778372394519
2023-08-02,0.007370687828647773,-0.015396734511086387,0.0001802722096016983,0.0022382040868861633,-0.0016571166476409415
2023-08-03,0.0015392627260422407,-0.0033811273238275293,0.0022165416964446,-0.0005259613737463426,-0.0015092170626810856
2023-08-04,-0.005308834608419213,0.00013128001155884557,0.0019443613758047438,0.0040134520876164955,-0.0017219522564101393
2023-08-07,0.006698594871395265,0.0034446024770660713,-0.00611785505158211,0.001813190308386003,0.0031630488264675185
2023-08-08,0.002145589754354413,-0.006551916013362655,-0.0004908142137125453,0.003649043413607513,0.0009602035356737352
2023-08-09,0.004060304251599253,-0.002905848083288897,-0.002528205293339627,-0.0015743423506784802,0.00045938260246987015
2023-08-10,-0.00025041922987408845,0.0030112868254858365,-0.004091635504383222,-0.0020404295479137455,-0.0009226141156453224
2023-08-11,8.442527662451529e-05,-0.004751408510476634,0.0022890464104617465,0.00182402810770617,-0.0013800710241061273
2023-08-14,0.0019086983027689318,-0.000134558617124755,-0.0023682546586659653,-0.005030764292751778,0.008455772024760657
2023-08-15,0.003411432277351013,-0.009988355735539682,0.002102607219953495,-0.0035877993025487543,0.007046114950860007
2023-08-16,0.003972561559393435,-0.00757301741848575,-0.002194582402133774,0.00038283680966213666,0.0012635122555973155
2023-08-17,0.003576293468429849,-0.008654782280140426,-0.001535969753632214,0.0032092313554175364,-0.003624196389087126
2023-08-18,-6.190030172148399e-05,-0.002006082559423315,0.001834507647205678,-0.0005880201040277083,0.00341543747333682
2023-08-21,-0.0004920098756524689,0.0022286862590672057,-0.0030282062426537,-0.0053680073027160945,0.006272838815556563
2023-08-22,-0.0005044492963017193,0.0001965612176458383,0.0001934162310518954,-0.0035824000915781647,0.0034040937464438438
2023-08-23,-0.0030169887367146563,0.008688053639651255,0.00027528880438268947,-0.0008722793025968802,0.003016007890707454
2023-08-24,0.0036623068183858987,-0.009436518763317046,-0.001872644256888663,0.0027405765088403308,-0.0017459083839841466
2023-08-25,0.00030484524305359026,0.0011688977430712475,-0.0008514628022845417,-0.003440916913069579,-0.0003780603385654639
2023-08-28,0.00021332790275976313,0.0077634966035194574,-0.0015718870157022666,0.004283170138219521,0.00041099118018095965
2023-08-29,-0.002293235641395429,0.0137050944128667,-0.0010861861880371447,0.0014048098659842163,-0.0007788402175801623
2023-08-30,-0.00016131184831455193,0.004454013325674156,0.0012299690500930803,-0.0026836844324640355,0.002753599073078188
2023-08-31,-0.001713286001535824,-0.002016704399597265,0.00015486540197476298,0.0011516781300812127,0.0015019013308211029
2023-09-01,0.002078198976947682,0.0008239903319756944,0.0034299115383830065,0.0007647614277134019,0.0014659404611784598
2023-09-04,-0.00020880288384570575,0.001495132364844991,-0.0007572805789391953,0.0010148349191723349,0.0009395562940121484
2023-09-05,0.001286267120477337,-0.007601142393882097,-0.005889626051005597,-0.004156238298218203,-0.0013606689205857639
2023-09-06,0.00011086453656129048,-0.005550630164959657,-0.001137213907065137,0.002503969324963902,0.0050758210273101735
2023-09-07,0.0010921302539840744,-0.004471624872866408,-0.0042662989131505204,0.001823333463405879,0.0014096587223865929
2023-09-08,0.0025094644228404444,0.00016357021209226734,-0.0024485678788901334,0.002703527822873721,-0.0004588351243837705
2023-09-11,-0.004139023574123321,0.0064746040374528534,-0.003079580532764479,0.0006320988937877429,-0.00044969989854631376
2023-09-12,-9.075634700775636e-05,-0.0038260017632059783,-0.0021914401219714323,0.006779844455854448,-0.004356224459803983
2023-09-13,0.0020736872105169735,-0.0010146587487084666,-0.0046732561524129345,-0.0012472156090466847,0.0015588350196811855
2023-09-14,0.0015726852443357,0.008486640802047302,-0.0013767807116395283,0.005651007357834583,-0.002106423968032282
2023-09-15,-0.0012739024129346842,-0.00540132227215083,-0.002095095100426985,0.0035365055803504132,-0.003938665364406419
2023-09-18,0.006703061227742821,-0.0031590134989424455,-0.003086480439978409,-0.0010430489553988392,0.007371202415577512
2023-09-19,0.0018210154721426557,-0.0022040999003050767,-0.0015345421884440755,0.003259412501691112,-0.0009525107707110436
2023-09-20,0.002462845155981713,-0.003610367413762113,-0.0015867104261949791,0.00214887695447447,-0.0032509620097253247
2023-09-21,0.008226031786998213,-0.0170792656879803,0.0027224487681221923,0.0017868009110554683,0.0024249610929559383
2023-09-22,0.002831674509532243,-0.001658540671334158,0.0007813047922740516,-0.0026116210022541567,0.0033388670925089846
2023-09-25,0.004366530988488595,-0.0014719364323408405,-2.04602847725786e-05,-0.00031721034152469595,0.0006534191075981685
2023-09-26,0.0026632949436724944,-0.012443065192705483,0.001216943564763558,-0.0017408450235852106,0.0014416008219466801
2023-09-27,0.002574716621141285,-0.000971870696173313,0.004830113087996673,-0.0008531137888851975,0.0050029313599118065
2023-09-28,0.0031679832478472315,0.004921744764477655,0.00046629632912713825,0.0005639311478142228,0.004801389961901309
2023-09-29,-0.0027212119922093102,1.869484007175227e-05,0.0007956360595592582,-0.0026108476924228577,-0.005390774206018545
2023-10-02,0.011383775341575517,-0.007377617469412845,-0.003972826756720118,-0.00814191185015756,0.008928482313431288
2023-10-03,0.008136444522654444,-0.015588923590161275,-0.0013617693315830192,-0.004277637449510695,-0.0019529736291914708
2023-10-04,0.001091575626747184,0.0023812057444563954,-0.002411148237010375,-0.005242344961290966,0.0015423004406633902
2023-10-05,0.0009882879503852755,0.0022203534123720683,0.0002795161352802751,6.791049865362716e-05,6.418921157124127e-05
2023-10-06,-0.0007336792582999297,0.010545571275160552,-0.001305099515086056,-0.0026884974681770524,0.006073580989731837
2023-10-09,0.005251704952905053,0.002338963143499097,-0.003942335436964846,0.00498972590342547,0.0006122948535362102
2023-10-10,-0.0061439154673527865,0.011597288066215718,-0.0007622723737246337,0.0033661339443741005,-0.0033364291484874967
2023-10-11,0.0018718845767503466,0.0026159953240645355,-0.004763229491836977,0.0021657431788703802,0.005741385396457347
2023-10-12,0.008705331323474546,-0.005849120575526055,-0.007799858700403242,-0.0007096937257296493,0.004913866941407518
2023-10-13,0.001289581628238333,-0.008712388584523988,-0.0024887102481702854,0.004313411268005052,-0.0035515693362118974
2023-10-16,-0.0018432423930117136,0.006877163814184493,0.0008029226532190318,0.0020532075938192854,-0.0017133497911640963
2023-10-17,-0.0004918289921669603,0.0019333006282169316,0.004487881401655384,0.002301833436619254,-0.0017884510295066477
2023-10-18,0.007270431696275533,-0.013019437039294422,-0.003524995919002793,0.0006990965443574202,0.002166778956988267
2023-10-19,0.002493243440257135,-0.010027792331821384,-0.001034564641820663,-0.000796979025007346,0.001394976182583493
2023-10-20,0.0014378484732489286,-0.011374863605305813,0.0021381966489701924,0.00048313836714911095,0.0006694860663609304
2023-10-23,0.0025740154623853967,-0.002309402699532041,-0.004397881365469444,-0.0022471005731934963,0.006514217514410428
2023-10-24,-0.007090821099201633,0.0038807661575857807,0.0016403799592396844,-0.0021781036188128038,0.0011211917344508527
2023-10-25,0.010999271818041414,-0.008423900323998593,-0.0045298846909593155,0.0006208698001147675,-0.0010692457528303407
2023-10-26,-0.0031126768069290657,-0.010101810578165723,0.004327927761151868,0.006901160312944082,-0.007771108470837025
2023-10-27,-0.000626265862543354,-0.0014911869678500105,0.0018684816470424174,-0.0030373322353872264,0.007899619726154406
2023-10-30,-0.002619812448897206,0.007350022716465918,-0.0028498233648796014,-0.0006265952969229994,0.0014144435597704527
2023-10-31,-0.003743289572492902,0.003195556929691455,0.0006317909904025235,-0.00020877293842048701,-0.0024883989777475337
2023-11-01,-0.0001276835984293608,0.009090152615778646,-0.005263889649323509,8.71194856790144e-05,0.011827098504094696
2023-11-02,-0.00878519307597753,0.020028446347460184,0.0009284994247275886,0.004098057368692334,-0.008781051291296237
2023-11-03,-0.013246998400517455,0.012935063521169346,0.011698809944750027,0.0006427129671139863,-0.009192203689571733
2023-11-06,0.01045340791843255,0.0008277136619242021,-0.0054746159284211225,-0.006889927566182379,0.005457643986882123
2023-11-07,-0.0044458399308392885,-0.0027752784616199466,0.001069320878532687,-0.00875676495761513,0.004172230747763686
2023-11-08,0.0056056977141650515,-0.0007248926919258868,-0.003873633081768635,-0.0050876314941970145,0.005849631385747976
2023-11-09,0.008761087347963829,-0.0028495011021398803,-0.008040978871890904,0.0023941106361092374,0.008078849252488758
2023-11-10,0.006010913474857594,0.004589699948925621,-0.0005990967335417004,-0.0017312879187464554,0.012206441311926563
2023-11-13,0.0012045851168662374,0.001961367627618609,-8.7470174666815e-07,-0.0016970637966479318,0.0014715510119140812
2023-11-14,-0.013451070021293763,0.022016266120815437,0.015629680544886324,0.0033116345606730487,-0.010619135484714477
2023-11-15,-0.0027070544451154865,0.005151868034516809,-0.0014396462684782697,0.001939692794567609,-0.009209333909404099
2023-11-16,0.004150929569054981,-0.0036788000344169605,-0.007245680973318861,-0.0017014044394270953,0.007219978455995498
2023-11-17,-0.008070030271908503,0.004981895267651146,0.006134253452727209,0.003627008138444567,-0.0019122994118721023
2023-11-20,-0.0027232608328689664,0.00687586713982224,0.00020200470941497478,-0.0020730503356671016,0.002804913427529642
2023-11-21,0.0072539574151775565,-0.0027385768997743734,-0.005566111630377937,-0.002750352546969075,0.0024847355215408275
2023-11-22,-0.0024115244564702713,0.0012444918134798583,0.0009037994428476245,-0.0005354589490864328,0.0006194587726086954
2023-11-23,2.907839106473299e-05,0.001574298792585639,-9.743618081309996e-05,0.0001717990731018419,0.0004527527053400488
2023-11-24,-0.00446280364697245,0.0022314890407608506,0.004955950124471402,0.0030051748792865483,-0.0019331326608034232
2023-11-27,-0.00048261507258577836,-0.0024992355258933634,-0.0009058275700660676,-0.0008093025868042699,0.0060622998348247945
2023-11-28,-0.002476850417671113,0.0013593337195557007,-6.312034872894313e-05,0.003474258780428463,-0.003950905641249156
2023-11-29,-0.003376394474492487,0.0001119178218414978,0.001719240877424332,0.0024505423681731504,-0.003096030426927198
2023-11-30,0.0006062971568287657,0.003108340500155586,-0.004580391377453717,0.0007563138548330112,0.0016095613855431495
2023-12-01,-0.00828432735530949,0.007312171230704551,0.01063363572410594,0.006702695550611382,-0.01039997599725269
2023-12-04,-0.00378467184778879,-0.004615660511953024,0.008237643232299013,0.0011245758367970544,-0.006577226150142838
2023-12-05,0.0024767316448557897,-0.0035760923276117003,-0.005550176739299726,-0.0050163172499337935,0.00938560124448113
2023-12-06,-0.003029025644439365,0.0005100077256061094,0.0008349872058349647,-0.0002560930877704838,-0.00881362348653583
2023-12-07,-0.0016887715611850723,0.004012997393997856,0.0016162422226491558,0.0012632701232999834,-0.0004821201492139126
2023-12-08,-0.0007445903261317908,0.0022903612700072573,0.0009477122383873518,0.001107423852334122,0.0018577448562209873
2023-12-11,0.005347298703505263,0.002359056805614788,-0.005250396824575627,-0.002384222078332155,0.002069639617049336
2023-12-12,0.0008272972498124431,0.0027126795526215856,-0.003738896094394326,-0.005664684424779845,0.0068265613517770295
2023-12-13,-0.009384348979138849,0.010794144830830544,0.01053766335458483,0.004923504209349583,-0.013915970336063926
2023-12-14,-0.011170518280714692,0.013030398345684892,0.00815335047046908,0.010644963916183773,-0.025252084732465076
2023-12-15,0.00109761124889547,-0.0012570012983355984,-0.0003220725161453764,-0.002542630911667727,0.006099380524072911
2023-12-18,0.0030999152414271317,2.952145395351114e-05,-0.001784866257429091,0.0014493893131523137,0.010547855058395467
2023-12-19,-0.003078053239844965,0.00758592927747118,0.008027000470336606,0.003443149012561485,-0.006083570040966554
2023-12-20,0.007656295564930249,-0.009267956080440518,-0.0014244690831458533,0.0027883811509175683,0.005174549502066129
2023-12-21,-0.005497308285432968,0.007277850936740049,0.006310771511713751,0.0009860232335913688,-0.003636207387581267
2023-12-22,-0.005991773901546279,0.0014354466888638958,0.006228512808139335,0.0030969435004382434,-0.0026955547157225934
2023-12-25,1.125240168640811e-05,8.59419670699731e-06,-0.0003585802371014995,-0.0001318021000099168,0.00025091347881360217
2023-12-26,-0.0070290995342646104,0.0030816793671256913,0.0050805028984226815,0.002275894844705757,-0.0044594413311359465
2023-12-27,-0.005033844672264572,0.005873858753384065,0.0016243312557200425,0.0005182351228023825,-0.0007548495580920582
2023-12-28,-0.0009954280225692494,0.00023121638279808852,-0.0007016446567769162,-0.0009895813437614718,-0.005787961832825491
2023-12-29,0.007745735986187847,-0.0025540305901504004,-0.007129454303728498,-0.002484346187763052,0.002923014787641868
2024-01-01,-7.891414143689125e-05,-0.00024186790222206406,1.424636999729034e-05,1.356978647678603e-05,-4.856501518042115e-05
2024-01-02,0.004020056720654252,-0.00768068414168242,-0.0041927040587848114,0.006826691587054987,-0.011935108590827661
2024-01-03,0.007252762512890443,-0.011410156340330725,-0.010321398820312527,0.003005865235694443,0.004448100012507924
2024-01-04,-0.003520691918131808,9.725397503301835e-05,0.0015037371101624774,0.002767689613391929,-0.0005153038921441488
2024-01-05,-0.002557976316348066,0.0008406272975995619,-0.0051804147621951225,0.005904976824065622,0.0009265017912965622
2024-01-08,-0.010084945143927363,0.009212626952462232,0.0037318409271839947,-0.005545539373672613,0.005165626983825345
2024-01-09,-0.0016381229969703454,-0.0029531446604105227,-0.0020705497118651836,-0.006927052331127831,0.005236012628537641
2024-01-10,0.001540043773083956,0.003066094252785249,-0.001206769661027252,-0.002497575012394986,0.007408310944113445
2024-01-11,0.00567038046736744,-0.0016197491398737955,-0.0024228726996636417,-0.005013695363161134,0.006225117954411239
2024-01-12,0.0036888161344580802,0.003614054715115386,-0.001350206844331866,-0.002320730492856191,0.00491570604044162
2024-01-15,0.0006113439233916954,-0.0014663433361606802,-9.073863804874441e-05,0.0011865887891099039,0.001670993190146866
2024-01-16,0.0037733399563097897,-0.007623493171539904,-0.004198999518488894,-0.002735278625518745,0.0066174126327970895
2024-01-17,0.0055872288237629915,-0.010262166215804839,0.0008322851171183362,-0.002628351775596031,0.006325637217927578
2024-01-18,0.004013075310427929,0.006843800731834337,-0.0015922085739343865,-0.00445489287058125,0.007315004512544568
2024-01-19,-0.001242858016467725,0.007720650691803994,-0.0029408055207096094,0.0014179371056096098,0.004883644517748167
2024-01-22,-0.00158901785991403,0.004232678950780806,0.009118789965278559,8.896343056892297e-05,0.0006413979156233793
2024-01-23,-0.0020812767047532917,0.00042457280106913194,-0.002807256491336227,-0.0011796046207982163,-0.004326978949661763
2024-01-24,0.0025522580297082076,0.00420971547530184,-0.004897121020739866,0.0011059534945040378,0.00440981872424365
2024-01-25,-0.0024444278988458167,0.00313272796628709,-0.0008363874303382205,0.0054147034445303326,0.00012329020117139413
